SL,CATEGORY,Brand,TYPE/FLAVOUR,ORIGINE,SKU,PACK TYPE,CODE,VERSION,DATE,BARCODE,CYLINDER COMPANY,PRINTING COMPANY,,,,,,,,,
9,BAKERY,AAFI,DRY CAKE,LOCAL,300G,FOIL,,ADCLOC300FOILV1,2024-02-05,89411896 0203,,,,,,,,,,,
9,BAKERY,AAFI,DRY CAKE,INDIA,120G,FOIL,,ADRIND120FOILV00,,89411896 0202,,,,,,,,,,,
9,BAKERY,AAFI,DRY CAKE,LOCAL,200G,FOIL,,ADCLOC200FOILV1,2024-10-15,89411896 0204,BANGLA-SHANGHAI PLATE MAKING LTD.,ARBAB PACK LIMITED,,,,,,,,,
9,CONDIMENTS,AAFI,MANGO PICKLE,LOCAL,400G,GLASS JAR,AMHP,AMHPV2,2024-09-30,89411896 06619,,,,,,,,,,,
9,CONDIMENTS,AAFI,OLIVE PICKLE,LOCAL,400G,GLASS JAR,AOHP,AOHPV1,2024-09-30,89411896 06626,,,,,,,,,,,
9,CONDIMENTS,AAFI,GARLIC PICKLE,LOCAL,400G,GLASS JAR,,,,89411896 06640,,,,,,,,,,,
9,CONDIMENTS,AAFI,MIXED PICKLE,LOCAL,400G,GLASS JAR,,APICMIX4V2,2024-09-30,89411896 06664,,,,,,,,,,,
9,DAIRY,FARM FRESH,BUTTER,LOCAL,50G,BOX,FBM,FBMVN01,,89411896 04639,,,,,,,,,,,
9,DAIRY,FARM FRESH,BUTTER,LOCAL,200G,BOX,FBQ,FBQVN02,,89411896 04646,,,,,,,,,,,
9,BEVERAGE,CLEMON,LEMON,CP OFFER,250ML,PET,,CQPCPV04,2023-10-19,89411896 00112,,,,,,,,,,,
9,BEVERAGE,CLEMON,LEMON,CP OFFER,500ML,PET,,CHPCPV03,2023-08-27,89411896 00136,,,,,,,,,,,
9,DAIRY,FARM FRESH,PASTEURIZED TONED MILK,LOCAL,200ML,POLY,FPTQP,FPTQPVN03,,89411896 04417,,,,,,,,,,,
9,DAIRY,FARM FRESH,PASTEURIZED TONED MILK,LOCAL,500ML,POLY,FPTHP,FPTHPVN03,,89411896 04431,,,,,,,,,,,
9,DAIRY,FARM FRESH,PASTEURIZED TONED MILK,LOCAL,1000ML,POLY,FPTOP,FPTOPVN03,,89411896 04400,,,,,,,,,,,
9,DAIRY,FARM FRESH,PASTEURIZED LOW FAT MILK,LOCAL,200ML,POLY,,FPLFMQVN01,,89411896 0439,,,,,,,,,,,
9,DAIRY,FARM FRESH,PASTEURIZED LOW FAT MILK,LOCAL,500ML,POLY,FPHPLF,FPHPLFVN01,,89411896 0457,,,,,,,,,,,
9,DAIRY,FARM FRESH,PASTEURIZED LOW FAT MILK,LOCAL,1000ML,POLY,,FPLFMOVN01,,89411896 0458,,,,,,,,,,,
9,BEVERAGE,VEROS,SODA WATER,LOCAL,500ML,PET,,VESOWAL5V00,,89411896 0075,,,,,,,,,,,
9,BEVERAGE,SPEED,CARBONATED,EXPORT,250ML,PET,ESQP,ESQPCOMVN02,,89411896 00266,,,,,,,,,,,
9,BEVERAGE,SPEED,CARBONATED,EXPORT,250ML,CAN,ESQC,ESQCCOMVN02,2023-11-06,89411896 00273,,,,,,,,,,,
9,BEVERAGE,SPEED X,CARBONATED,EXPORT,250ML,PET,ESXQP,ESXQPV4,2024-05-13,8941189600334,,,,,,,,,,,
9,BEVERAGE,SPEED X,CARBONATED,EXPORT,250ML,CAN,ESXQC,ESXQCV2,2024-05-13,89411896 00617,,,,,,,,,,,
9,FRUIT DRINK,AAFI,TAMARIND FRUIT DRINK,EXPORT,250ML,PET,EATJQP,EATJQPVN01,,89411896 0614,,,,,,,,,,,
9,FRUIT DRINK,AAFI,LITCHI FRUIT DRINK,EXPORT,180ML,PET,EALD180,EALD180VN01,,89411896 0613,,,,,,,,,,,
9,CONDIMENTS,AAFI,GREEN MANGO CHUTNEY ,LOCAL,15G,POLY,,AGMCL15V2,2025-01-01,89411896 03038,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
9,CONDIMENTS,AAFI,OLIVE CHUTNEY ,LOCAL,15G,POLY,,AOCL15V2,2025-01-01,89411896 03045,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
9,CONDIMENTS,AAFI,TAMARIND CHUTNEY ,LOCAL,15G,POLY,,ATCL15V2,2025-01-01,89411896 03052,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
9,BEVERAGE,MOJO,ZERO,LOCAL,250ML,PET,,MZQPETV01,,89411896 00037,,,,,,,,,,,
9,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,250ML,PET,,AMFPET250V02,2023-11-13,89411896 05605,,,,,,,,,,,
9,DAIRY,FARM FRESH,UHT MILK,LOCAL,500ML,COMBIFIT,FFSB500,FFSB500V1,2024-04-02,89411896 04424,,,,,,,,,,,
9,DAIRY,FARM FRESH,UHT MILK,LOCAL,750ML,COMBIFIT,FFSB750,FFSB750V1,2024-04-02,89411896 04455,,,,,,,,,,,
9,DAIRY,FARM FRESH,UHT MILK,LOCAL,1000ML,COMBIFIT,FFSB1L,FFSB1LV1,2024-04-02,89411896 04615,,,,,,,,,,,
9,SNACKS,AAFI,DAL BHAJA (HOT & SPICY),LOCAL,25G,POUCH,,ASNDHSVNOO,,89411896 01126,,,,,,,,,,,
9,SNACKS,AAFI,DAL BHAJA (CLASSIC MASALA),LOCAL,25G,POUCH,,ASNDCM25VN00,,89411896 01133,,,,,,,,,,,
9,SNACKS,AAFI,JHAL MURI,LOCAL,25G,POUCH,,SNAJML25GPVN00,,89411896 0114,,,,,,,,,,,
9,SNACKS,AAFI,FRIED GREEN PEAS (MOTOR BHAJA),LOCAL,12G,PILLOW,,SNAFGPLP12V1,2023-11-06,89411896 01157,,,,,,,,,,,
10,GRAINS,AKIJ,PUFFED RICE,LOCAL,250G,POUCH,,AKJPUFRIC25V1,2024-12-04,89411896 03090,,,,,,,,,,,
10,CONDIMENTS,AKIJ,RED LENTIL,COMMON,1000G,POUCH,,AKRL1KV0,2024-03-31,89411896 03113,,,,,,,,,,,
11,GRAINS,AKIJ,PUFFED RICE,LOCAL,500G,POUCH,,AKJPUFRIC50V1,2024-12-04,89411896 03106,,,,,,,,,,,
11,DAIRY,FARM FRESH,SOUR YOGHURT,LOCAL,500G,CONTAINER ,FYUHB,FYUHBV2,2024-09-24,89411896 04752,,,,,,,,,,,
11,DAIRY,FARM FRESH,SWEETENED YOGURT (CURD),LOCAL,500G,CONTAINER ,FYSHB,FYSHBVN02,2024-05-08,89411896 04721,,,,,,,,,,,
11,SNACKS,CHEESE PUFFS,CHEESE,EXPORT,18G,PILLOW,,CPSEXPCOMV1,2024-09-16,89411896 00914,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
11,BAKERY,AAFI,DRY CAKE,EXPORT,300G,BOX,,ADCEXP300V2,2024-09-16,89411896 02031,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (BBQ),,35G,PILLOW,,,,89411896 0105,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (BBQ),LOCAL,50G,PILLOW,,ACB50V04,2024-10-06,89411896 01065,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (BBQ),,80G,PILLOW,,,,89411896 0107,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (BBQ),LOCAL,150G,PILLOW,ACB150,ACB150V3,2024-10-06,89411896 01089,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (BBQ),LOCAL,300G,PILLOW,ACB300,ACB300V3,2024-10-06,89411896 01096,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (BBQ),,500G,PILLOW,,,,89411896 0110,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (BBQ),,30G,PILLOW,ACB30,,,89411896 01119,,,,,,,,,,,
11,DAIRY,YAMMY,LASSI,LOCAL,200ML,PET,YLP200,YLP200VN00,,89411896 05193,,,,,,,,,,,
11,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,INDIA,240ML,PET,,AMFIND240VN00,,89411899 0617,,,,,,,,,,,
11,DAIRY,MILK LAND,POWDER MILK,LOCAL,1000G,PILLOW,,MLP1000V00,,89411896 0467,,,,,,,,,,,
11,CONDIMENTS,AKIJ,WHITE SUGAR,LOCAL,500G,PILLOW,,AKIJWS5GLV0,2025-02-04,89411896 03120,,,,,,,,,,,
11,CONDIMENTS,AKIJ,WHITE SUGAR,LOCAL,1000G,PILLOW,,AKIJWS1KLV0,2025-02-04,89411896 03144,,,,,,,,,,,
11,CONDIMENTS,AKIJ,WHITE SUGAR,LOCAL,2000G,PILLOW,,AKIJWS2KLV0,2025-02-04,89411896 03151,,,,,,,,,,,
11,CONDIMENTS,AKIJ,RED LENTIL ,COMMON,500G,POUCH,,AKRL500GV0,2024-03-31,89411896 03137,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED FULL CREAM MILK,LOCAL,200ML,POUCH,FPQP,FPQPNM2V2,2023-11-08,89411896 04363,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED FULL CREAM MILK,LOCAL,500ML,POUCH,FPHP,FPHPNM5V2,2024-02-08,89411896 04370,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED FULL CREAM MILK,LOCAL,1000ML,POUCH,FPOP,FPOPECMV3,2024-12-08,89411896 04387,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED STANDARDIZED MILK,LOCAL,200ML,POUCH,,FPSQPNM2V3,2025-02-23,89411896 05094,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED STANDARDIZED MILK,LOCAL,500ML,POUCH,,FPSHPNM5V3,2025-02-23,89411896 05117,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED STANDARDIZED MILK,LOCAL,1000ML,POUCH,,FPSOPNM1LV3,2025-02-23,89411896 05124,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED TONED MILK,LOCAL,200ML,POUCH,,FPTQPNMECVN2,2024-02-08,89411896 04417,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED TONED MILK,LOCAL,500ML,POUCH,,FPTHPNMECVN2,2024-02-08,89411896 04431,,,,,,,,,,,
11,CONDIMENTS,AKIJ,SEMOLINA (SUJI),LOCAL,200G,POUCH,,ACONSEL200V0,2024-04-22,89411896 0316,,,,,,,,,,,
11,CONDIMENTS,AKIJ,SEMOLINA (SUJI),LOCAL,500G,POUCH,,ACONSEL500V0,2024-04-22,89411896 0317,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (HOT),EXPORT,35G,PILLOW,EACT,EACTEXP35V1,2024-10-06,89411896 00822,BANGLA-SHANGHAI PLATE MAKING LTD.,PREMIAFLEX PLASTICS LTD.,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (HOT),EXPORT,80G,PILLOW,EACMY,EACMYEX80V1,2024-10-06,89411896 00839,BANGLA-SHANGHAI PLATE MAKING LTD.,PREMIAFLEX PLASTICS LTD.,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (HOT),EXPORT,150G,PILLOW,EACJS,EACJSCOMMV1,2024-10-06,89411896 00846,BANGLA-SHANGHAI PLATE MAKING LTD.,PREMIAFLEX PLASTICS LTD.,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (HOT),EXPORT,300G,PILLOW,EACJF,EACJFEXP300V2,2024-10-06,89411896 00853,BANGLA-SHANGHAI PLATE MAKING LTD.,PREMIAFLEX PLASTICS LTD.,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT,35G,PILLOW,,ASNCCEX35VN01,,89411896 0089,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT,80G,PILLOW,,ASNCCEX80VN01,,89411896 0079,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT,150G,PILLOW,,ASNCCEX150VN01,,89411896 0080,,,,,,,,,,,
11,SNACKS,AAFI,CHANACHUR (CLASSIC),EXPORT,300G,PILLOW,,ASNCCEX300VN01,,89411896 0081,,,,,,,,,,,
11,DAIRY,FARM FRESH,UHT MILK,LOCAL,1000ML,UHT POUCH,,FPOPUHTV01,2023-11-23,89411896 04387,,,,,,,,,,,
11,DAIRY,FARM FRESH,PASTEURIZED TONED MILK,LOCAL,1000ML,POUCH,,FPTOPUHTVN2,2024-02-08,89411896 04400,,,,,,,,,,,
11,FRUIT DRINK,AAFI,NIMBU PANI,INDIA,180ML,PET,,ANPIN180VN00,,89411896 0062,,,,,,,,,,,
11,FRUIT DRINK,AAFI,NIMBU PANI,INDIA,160ML,PET,,ANPIN160VN00,,89411896 0062,,,,,,,,,,,
11,FRUIT DRINK,AAFI,LITCHI FRUIT DRINK,INDIA,160ML,PET,,EALD160VN00,,89411896 0610,,,,,,,,,,,
11,BAKERY,AAFI,SWEET TOAST,GCC,300G,PILLOW,,ASTGCC300V00,,89411896 0201,,,,,,,,,,,
11,FRUIT DRINK,AAFI,LITCHI FRUIT DRINK,INDIA,180ML,PET,,,,89411896 0610,,,,,,,,,,,
11,BEVERAGE,SPEED,ZERO CAFFEINE,COMMON,250ML,CAN,,BESPZCCCVN00,,89411534 0041,,,,,,,,,,,
11,BEVERAGE,SPEED,ZERO SUGAR,COMMON,250ML,CAN,,BESPZSCCVN00,,89411534 0040,,,,,,,,,,,
11,BEVERAGE,CLEMON,ZERO,LOCAL,250ML,CAN,,CLZE25V3,2025-02-03,89411534 00434,,,,,,,,,,,
11,BAKERY,AAFI,DRY CAKE,EUROPE,300G,BOX,,ADCEUR300V2,2024-09-16,89411896 02031,,,,,,,,,,,
11,SNACKS,AAFI,MANGO BAR (JAR),LOCAL,6G,PLASTIC JAR,,AMBLJ6V02,2024-10-13,89411896 07739,,,,,,,,,,,
11,SNACKS,AAFI,MANGO BAR (PAPER BOX/POLY),COMMON,6G,POLY,,AMBLP6V02,2024-10-13,89411896 07722,,,,,,,,,,,
11,SNACKS,AAFI,MANGO BAR (FOIL),LOCAL,6G,FOIL,,AMBLF6V03,2024-10-13,89411896 07708,,,,,,,,,,,
11,BAKERY,AAFI,BABY TOAST,GCC,300G,PILLOW,,ABRGCC300V00,,89411896 0205,,,,,,,,,,,
11,FRUIT DRINK,AAFI,LITCHI FRUIT DRINK,INDIA,165ML,PET,EALD165,EALD165V2,2024-10-14,89411896 06107,BANGLA-SHANGHAI PLATE MAKING LTD.,AFBL FOOD PARK,,,,,,,,,
11,FRUIT DRINK,AAFI,NIMBU PANI,INDIA,165ML,PET,,ANPIN165V1,2024-05-01,89411896 00624,,,,,,,,,,,
11,FRUIT DRINK,FRUTIKA,RED GRAPE,LOCAL,1000ML,PET,,FREDG10VN01,,89411896 05575,,,,,,,,,,,
11,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,180ML,BRICK,,FQS18VN01,,89411896 05773,,,,,,,,,,,
11,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,200ML,PET,FSP,FSPVN02,,89411896 06091,,,,,,,,,,,
11,BEVERAGE,CLEMON,MOJITO,COMMON,300ML,CAN,CMC330,CMC330V2,2024-09-26,89411896 00105,,,,,,,,,,,
11,BEVERAGE,CLEMON,MOJITO,COMMON,250ML,CAN,CMQC,CMQCV2,2024-09-26,89411896 00662,,,,,,,,,,,
11,SNACKS,AAFI,DAL BHAJA (HOT & SPICY),LOCAL,13G,POUCH,,ASNDHS13VNOO,,89411896 01164,,,,,,,,,,,
11,SNACKS,AAFI,DAL BHAJA (CLASSIC MASALA),LOCAL,13G,POUCH,,ASNDCM13VNOO,,89411896 01171,,,,,,,,,,,
11,FRUIT DRINK,AKIJ,MANGO FRUIT DRINK,LOCAL,180ML,PET,,AMFPET180V01,2023-11-13,89411896 05612,,,,,,,,,,,
11,FRUIT DRINK,FRUTIKA,RED GRAPE,LOCAL,200ML,PET,,FRG20VN00,,89411896 05568,,,,,,,,,,,
12,GRAINS,AKIJ,CHINIGURA AEROMETIC RICE,LOCAL,40KG,BAG,,AARL1KV01,2023-11-06,89411896 08781,,ANNAN PACK LIMITED,,,,,,,,,
12,CONDIMENTS,AKIJ,GRAM FLOUR,LOCAL,500G,PILLOW,,AGFL5FV0,2025-01-20,89411896 03397,,,,,,,,,,,
12,DAIRY,DAILY MILK,UHT MILK,LOCAL,200ML,PILLOW,,DMUHT2VN00,,89411896 0486,,,,,,,,,,,
12,DAIRY,FARM FRESH,CHOCOLATE FLAVORED MILK (UHT PROCESSED),LOCAL,200ML,PILLOW,,FCQPUHTPVN00,,89411896 04479,,,,,,,,,,,
13,GRAINS,AKIJ,CHINIGURA AEROMETIC RICE,LOCAL,2000G,POUCH,,AARL2KV01,2023-11-06,89411896 0338,,,,,,,,,,,
13,DAIRY,FARM FRESH,MANGO FLAVORED MILK (UHT PROCESSED),LOCAL,200ML,PILLOW,,FMQPUHTPVN01,,89411896 04462,,,,,,,,,,,
13,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK (LITTLE),EXPORT,125ML,BRICK,,FLTEXP125VN01,,89411896 05766,,,,,,,,,,,
13,DRINKING WATER,SPA,DRINKING WATER,CO-BRANDING,500ML,PET,,SPCOSKSI5VN00,,89411896 03922,,,,,,,,,,,
13,DRINKING WATER,SPA,DRINKING WATER,CO-BRANDING,1500ML,PET,,SPCOSKSI15VN00,,89411896 03946,,,,,,,,,,,
13,CONDIMENTS,AKIJ,GRAM FLOUR,LOCAL,1000G,PILLOW,,AGFL10FV0,2025-01-20,89411896 03403,,,,,,,,,,,
14,GRAINS,AKIJ,PUFFED RICE,EXPORT,200G,POUCH,,AKJPUFRICEXP20V0,2024-01-08,89411896 03298,,,,,,,,,,,
15,GRAINS,AKIJ,PUFFED RICE,EXPORT,250G,POUCH,,AKJPUFRICEXP25V0,2024-01-08,89411896 03090,,,,,,,,,,,
16,GRAINS,AKIJ,PUFFED RICE,EXPORT,400G,POUCH,,AKJPUFRICEXP40V0,2024-01-08,89411896 03304,,,,,,,,,,,
17,GRAINS,AKIJ,PUFFED RICE,EXPORT,500G,POUCH,,AKJPUFRICEXP50V0,2024-01-08,89411896 03106,,,,,,,,,,,
17,DAIRY,FARM FRESH,SWEETENED YOGURT (CURD),LOCAL,40G,CLUSTER,FYSW50_4,FYSW40X4V1,,89411896 04783,,,,,,,,,,,
17,DAIRY,FARM FRESH,SWEETENED YOGURT (CURD),LOCAL,75G,CLUSTER,,FYSW754CLVN01,,89411896 04844,,,,,,,,,,,
17,BEVERAGE,SPEED,CARBONATED,SINGAPORE,250ML,PET,,ESQPSINPETVN00,,89411896 00266,,,,,,,,,,,
17,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,INDIA,250ML,PET,,EAMDQPV1,2024-04-04,89411896 05797,,,,,,,,,,,
17,SNACKS,OPOTATO,SPICY COCKTAIL,LOCAL,20G,PILLOW,,OPSC20LV4,2024-10-02,89411896 00952,BANGLA-SHANGHAI PLATE MAKING LTD.,,,,,,,,,,
17,SNACKS,OPOTATO,TANGY TOMATO,LOCAL,20G,PILLOW,,OPTT20V4,2024-10-02,89411896 00945,BANGLA-SHANGHAI PLATE MAKING LTD.,,,,,,,,,,
17,FRUIT DRINK,AAFI,LITCHI FLAVOURED DRINK,LOCAL,180ML,PET,,ALD200V02,2024-06-24,89411896 06114,,,,,,,,,,,
17,BEVERAGE,AAFI,JIRA PANI,GCC,250ML,PET,,ABEJPG250PVNO1,2025-02-18,8941189600563,,,,,,,,,,,
17,DAIRY,DAILY MILK,POWDER MILK (SMP),LOCAL,2500G,BAG,,DDMSMLBVNOO,,89411896 0548,,,,,,,,,,,
17,CONDIMENTS,AKIJ,CHILLI POWDER,LOCAL,50G,POUCH,,ACPP50V0,2025-04-23,89411896 03410,,,,,,,,,,,
17,CONDIMENTS,AKIJ,CHILLI POWDER,LOCAL,200G,POUCH,,ACPP200V0,2025-04-23,89411896 03427,,,,,,,,,,,
17,CONDIMENTS,AKIJ,CHILLI POWDER,LOCAL,500G,POUCH,,ACPP500V0,2025-04-23,89411896 03434,,,,,,,,,,,
17,CONDIMENTS,AKIJ,CHILLI POWDER,LOCAL,1000G,POUCH,,ACPP1000V0,2025-04-23,89411896 03441,,,,,,,,,,,
17,DAIRY,FARM FRESH,MOZZARELLA CHEESE,LOCAL,200G,PILLOW,,FFMCP2VN00,,89411896 05216,,,,,,,,,,,
17,DAIRY,FARM FRESH,SHREDDED MOZZARELLA CHEESE,LOCAL,200G,PILLOW,,FFSMCP2VN00,,89411896 05209,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,CP OFFER,250ML,PET,MQP,MQPCPV05,2023-10-19,89411896 00044,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,CP OFFER,500ML,PET,MHP,MHPCPV02,2023-08-27,89411896 00068,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,CP OFFER,1000ML,PET,MOP,MOPCPV06,2023-08-27,89411896 00075,,,,,,,,,,,
17,BEVERAGE,MOJO,COLA,CP OFFER,2000ML,PET,MTP,MTPCPV06,,89411896 00082,,,,,,,,,,,
17,BEVERAGE,TWING,ORANGE,CP OFFER,250ML,PET,,TQPCPVN00,,89411896 00181,,,,,,,,,,,
17,BEVERAGE,TWING,ORANGE,CP OFFER,500ML,PET,,THPCPVN02,2023-09-17,89411896 00204,,,,,,,,,,,
17,SNACKS,CHEESE PUFFS,MOZZARELLA CHEESE,COMMON,21G,PILLOW,,MCPS21VN0,,8941189601003,,,,,,,,,,,
17,SNACKS,AAFI,PEANUT BAR,LOCAL,10G,PILLOW,,APNB10VN00,,8941189601188,,,,,,,,,,,
17,SNACKS,AAFI,PEANUT BAR,LOCAL,20G,PILLOW,,APNB20VN00,,89411896 01195,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,50G,BOX,FBM,FBMVNO2,,89411896 04639,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,200G,BOX,FBQ,FBQVN03,,89411896 04646,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,50G,FOIL,FBM,FBMFOILV3,2023-12-17,89411896 04622,,,,,,,,,,,
17,DAIRY,FARM FRESH,BUTTER,LOCAL,200G,FOIL,FBQ,FBQFOILV3,2023-12-17,89411896 04646,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK (PULP BASED),INDIA,150G,BRICK,EFMS15080,EFMS15080VN01,,89411896 07746,,,,,,,,,,,
17,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,INDIA,500ML,PET,,EAMDHPV1,2024-04-04,89411896 05803,,,,,,,,,,,
17,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,INDIA,1000ML,PET,,EAMDOPV1,2024-04-04,89411896 05810,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,200ML,PET,,AKMOL2VN00,2023-09-05,89411896 03458,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,500ML,PET,,AKMOL5VN00,2023-09-05,89411896 03465,,,,,,,,,,,
17,CONDIMENTS,AKIJ,MUSTARD OIL,LOCAL,1000ML,PET,,AKMOL10VN00,2023-09-05,89411896 03472,,,,,,,,,,,
17,DAIRY,FARM FRESH,PASTEURIZED CHOCOLATE FLAVOURED LMILK,LOCAL,200ML,POUCH,FCQP,FCQPV2,2024-05-28,89411896 04479,,,,,,,,,,,
17,DAIRY,FARM FRESH,PASTEURIZED MANGO FLAVOURED LMILK,LOCAL,200ML,POUCH,FMQP,FMQPV3,2024-05-28,89411896 04462,,,,,,,,,,,
17,BEVERAGE,WILD BREW,MALT BEVERAGE,COMMON,300ML,FAT CAN,WBC330,WBC330V2,2025-04-25,89411896 00501,,,,,,,,,,,
17,SNACKS,AAFI,MANGO BAR,EXPORT ,15G,FOIL,AMB,AMBE15V01,,89411896 07111,,,,,,,,,,,
17,FRUIT DRINK,AAFI,MANGO FRUIT DRINK,SINGAPORE,500ML,PET,,AMHSINGVN00,,89411896 05803,,,,,,,,,,,
17,BEVERAGE,SPEED,CARBONATED,COMMON,300ML,FAT CAN,,SCFC3V00,,89411896 00471,,,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK LEMON,LOCAL,250ML,PET,,TESDLEMP25V2,2025-02-26,89411896 08675,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK LITCHI,LOCAL,250ML,PET,,TESDLITP25V2,2025-02-26,89411896 08682,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK MANGO,LOCAL,250ML,PET,,TESDMANP25V2,2025-02-26,89411896 08699,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,BEVERAGE,TURBO,ELCTROLYTE SPORTS DRINK ORANGE,LOCAL,250ML,PET,,TESDORGP25V02,2025-02-26,89411896 08705,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,DAIRY,SHAKE,CHOCOLATE MILKSHAKE,,200ML,BRICK,,,,89411896 0455,,,,,,,,,,,
17,BAKERY,AAFI,SHAHI TOAST,LOCAL,250G,PILLOW,,ASHATLOC250V1,2023-12-31,89411896 01850,,,,,,,,,,,
17,DAIRY,SHAKE,CHOCOLATE MILKSHAKE,LOCAL,500ML,COMBIFIT,,SHECHOCMB50V0,2023-11-20,89411896 04882,,,,,,,,,,,
17,DAIRY,SHAKE,VANILA MILKSHAKE,LOCAL,500ML,COMBIFIT,,SHEVANCMB5V0,2023-11-20,89411896 05490,,,,,,,,,,,
17,DAIRY,SHAKE,KHEER MILKSHAKE,LOCAL,500ML,COMBIFIT,,SHEKHECMB5V0,2023-11-20,89411896 05506,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,RED GRAPE,LOCAL,180ML,PET,,FRG18CPVN0,2023-10-01,89411896 05568,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,180ML,PET,FNP,FNPN0,2023-10-10,89411896 06091,,,,,,,,,,,
17,SNACKS,CHEESE PUFFS,MOZZARELLA CHEESE,LOCAL,14G,PILLOW,,MCPS14V2,2025-01-23,89411896 01201,PRINTO PACK SYNDICATE ,AFBL FOOD PARK,,,,,,,,,
17,SNACKS,CHEESE PUFFS,MOZZARELLA CHEESE,COMMON,28G,PILLOW,,MCPS28VN0,,89411896 01218,,,,,,,,,,,
17,BEVERAGE,SPEED,GINGER,LOCAL,250ML,PET,,SGPET25VN0,2023-10-25,89411896 00341,,,,,,,,,,,
17,BEVERAGE,SPEED,GREEN APPLE,LOCAL,250ML,PET,,SGAPET25VN0,2023-10-25,89411896 00389,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,500ML,COMBIFIT,,FMCF5VN0,2023-11-14,89411896 05629,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,750ML,COMBIFIT,,FMCF75VN0,2023-11-14,8941189605636,,,,,,,,,,,
17,FRUIT DRINK,FRUTIKA,MANGO FRUIT DRINK,LOCAL,1000ML,COMBIFIT,,FMCF10VN0,2023-11-14,89411896 05643,,,,,,,,,,,
